KPKNL,KATEGORI  PEMOHON LELANG/PENJUAL,JENIS LELANG,JAMINAN PENAWARAN LELANG,KATEGORI BARANG,UMKM,SIFAT BARANG,Jenis Lelang Umum,Quartal,Jenis Lelang Umum,NILAI LIMIT,Bulan Lelang,Tahun Lelang,JUMLAH PESERTA LELANG,STATUS LELANG,JENIS PENAWARAN
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2395000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,39995000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,280000.0,Scrapt R4,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,700000,8,2021,12,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,630000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2100000,12,2021,22,LAKU,Internet Open Bidding
KPKNL Batam,KEJAKSAAN,BARANG RAMPASAN,0.0,SDA/Tambang,Tidak,BB,Eksekusi,4,Eksekusi,1440000000,12,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,2500000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5290725,10,2021,27,WANPRESTASI,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,120000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,300000,12,2021,32,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,478979,5,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,302000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,604450,4,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,387500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,775000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,138000000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,197809000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,175000,3,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Dumai,KEJAKSAAN,BARANG RAMPASAN,350000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,2,Eksekusi,761651,5,2021,4,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,350000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1294000,8,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,300000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1169000,8,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,17500000.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,70000000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Pekan Baru,UMUM/PRIBADI,BARANG MILIK PERORANGAN,0.0,Tanah,Tidak,BTB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,50000000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,640000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1281000,10,2021,12,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,5814900,3,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,200000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,450000,9,2021,9,LAKU,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,130000000,2,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,3540500,11,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,543600.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2718000,10,2021,11,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,28308000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,15366000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,38416000,7,2021,1,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,15734000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,39336000,9,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,500000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1000000,1,2021,39,WANPRESTASI,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1100000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,2310000,2,2021,3,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,950000.0,Paket Roda 2,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1917000,2,2021,5,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,500000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,1599400,3,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,300000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,659455,3,2021,5,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,367500.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,735000,3,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,360000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,736667,3,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,370000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,753333,3,2021,7,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,300000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,991000,4,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,250000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,500000,4,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,3300000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,11000000,4,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2400000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2400000,4,2021,15,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,3830100.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,12767000,7,2021,5,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,750000.0,Bongkaran,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1901500,7,2021,4,WANPRESTASI,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,5600000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,14000000,8,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2800000.0,Scrapt R4,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,7000000,8,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,572000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1145000,10,2021,3,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,1125000.0,Scrapt Besi Tua,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2250000,10,2021,37,WANPRESTASI,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,3000000.0,Scrapt R4,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6000000,10,2021,12,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,579000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1159059,11,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,579000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1159059,11,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2800000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,7000000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,110000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,262000,12,2021,7,WANPRESTASI,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,4316000,2,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,1551000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,1660000,4,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,1700000,4,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Pekan Baru,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,257600000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,150000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,400000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,7242000,12,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,72000000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,1100000,6,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,1375000.0,Lainnya,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2750000,11,2021,5,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,3507500,4,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2268000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4537000,10,2021,23,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2800000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5600000,10,2021,31,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,3,Eksekusi,206000000,7,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5451000,12,2021,6,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Alat Berat/Mesin,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,4036000,6,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Paket Roda 4,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,32548000,2,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,UMUM/PRIBADI,BARANG MILIK PERORANGAN,0.0,Makanan Kering dan Minuman,Ya,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,100000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,UMUM/PRIBADI,BARANG MILIK PERORANGAN,0.0,Makanan Kering dan Minuman,Ya,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,100000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,170000000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,370000000,6,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,35000000,6,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4948000,12,2021,19,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,440000.0,Scrapt R2,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1100000,12,2021,31,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,560000.0,Scrapt R2,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1400000,12,2021,38,WANPRESTASI,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,440000.0,Scrapt R2,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1100000,12,2021,53,LAKU,Internet Open Bidding
KPKNL Padang,USAHA KECIL DAN MENENGAH,BARANG MILIK PERORANGAN,75000.0,Apparel/Kain/Fashion Lainnya,Ya,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,150000,8,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,PENGADILAN,BARANG MILIK NEGARA,1500000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,3264500,2,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,800000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,3639609,9,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG RAMPASAN,20000000.0,Tanah,Tidak,BTB,Eksekusi,1,Eksekusi,43928000,2,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,9400000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,46666667,3,2021,20,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,3600000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,12000000,4,2021,11,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK DAERAH,5600000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,14000000,9,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK DAERAH,5600000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,14000000,9,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,5000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,20000000,10,2021,10,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,5500000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,11000000,11,2021,8,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,PAJAK PEMERINTAH PUSAT,2900000.0,Paket Roda 4,Tidak,BB,Eksekusi,4,Eksekusi,14310800,12,2021,3,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,13000000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,7490000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,7617000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,19043000,7,2021,3,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,10647000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,Lainnya,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,161013000,2,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,176000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,352000,10,2021,1,WANPRESTASI,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,551500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1103000,12,2021,7,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,453000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,906000,12,2021,8,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,300000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,600000,12,2021,3,WANPRESTASI,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,380000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1250000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,58955000,12,2021,10,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,78000000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,3300000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2700000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,PENGADILAN,PENGADILAN,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,164300000,2,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,1,Eksekusi,64291500,2,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2400000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4800000,12,2021,16,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,Scrapt R4,Tidak,BB,Eksekusi,1,Eksekusi,23839200,2,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,28420000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,8750000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,8750000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,KEJAKSAAN,BARANG RAMPASAN,27264000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,90881000,10,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),134000000.0,Paket Roda 4,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,268100000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,70000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,247000,4,2021,11,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,554065.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2770325,5,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,895925.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1791850,11,2021,3,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2047000,12,2021,13,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,150000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,350000,12,2021,28,LAKU,Internet Open Bidding
